"MANDT","KURST","FCURR","TCURR","GDATU","FFACT","TFACT","ABWCT","ABWGA"
"000","M","USD","IEP","80009898","1","1","EURX","00000000"
"001","GTSC","GBP","EUR","80009898","1","1","","00000000"
"811","M","ZAR","DEM","81999898","1","1","","00000000"
"800","INT","DEM","ATS","81999898","1","100","","00000000"
"811","INT","SGD","USD","81999898","1","1","","00000000"
"001","EURX","DEM","PHP","81999898","1","1","","00000000"
"800","INT","FRF","CHF","81999898","1","1","","00000000"
"812","M","ITL","CHF","81999898","1000","1","","00000000"
"000","M","VEB","VEF","79989898","1000","1","","00000000"
"811","M","ZAR","GBP","81999898","1","1","","00000000"
"001","GTSC","GEL","EUR","80009898","1","1","","00000000"
"811","INT","USD","USD","81999898","1","1","","00000000"
"001","EURX","DEM","PLN","81999898","1","1","","00000000"
"800","INT","DEM","DEM","81999898","1","1","","00000000"
"812","M","AED","DEM","81999898","1","1","","00000000"
"000","M","VEF","VEB","79989898","1","1000000","M","00000000"
"001","GTSC","HKD","EUR","80009898","1","1","","00000000"
"812","M","ITL","DEM","81999898","1000","1","","00000000"
"800","INT","FRF","SEK","81999898","1","1","","00000000"
"811","INT","ZAR","USD","81999898","1","1","","00000000"
"001","EURX","DEM","ROL","81999898","1","1000","","00000000"
"812","M","ARS","DEM","81999898","1","1","","00000000"
"001","M","ATS","CHF","80009898","1","1","EURX","00000000"
"001","GTSC","HRK","EUR","80009898","1","1","","00000000"
"800","INT","DEM","ESP","81999898","1","100","","00000000"
"001","EURX","DEM","RUB","81999898","1","1","","00000000"
"812","M","ITL","DKK","81999898","1000","1","","00000000"
"001","M","ATS","DKK","80009898","1","1","EURX","00000000"
"812","M","AUD","DEM","81999898","1","1","","00000000"
"811","M","ATS","EUR","81999898","100","1","EURO","00000000"
"800","INT","GBP","AUD","81999898","1","100","","00000000"
"001","GTSC","HUF","EUR","80009898","1","1","","00000000"
"001","EURX","DEM","SAR","81999898","1","1","","00000000"
"800","INT","DEM","EUR","81999898","1","1","","00000000"
"001","M","ATS","GBP","80009898","1","1","EURX","00000000"
"812","M","BRL","DEM","81999898","1","1","","00000000"
"812","M","ITL","ESP","81999898","1000","1","","00000000"
"811","M","AUD","ITL","81999898","1","10","","00000000"
"001","EURX","DEM","SEK","81999898","1","1","","00000000"
"001","GTSC","IDR","EUR","80009898","1000","1","","00000000"
"001","M","ATS","GRD","79989898","1","1","EURO","00000000"
"800","INT","GBP","CAD","81999898","1","1","","00000000"
"800","INT","DEM","FIM","81999898","1","1","","00000000"
"812","M","CAD","DEM","81999898","1","1","","00000000"
"001","EURX","DEM","SGD","81999898","1","1","","00000000"
"001","GTSC","ILS","EUR","80009898","1","1","","00000000"
"001","M","ATS","GRD","80009898","1","1","EURX","00000000"
"811","M","BEF","EUR","81999898","1000","1","EURO","00000000"
"812","M","ITL","FIM","81999898","1000","1","","00000000"
"812","M","CHF","DEM","81999898","1","1","","00000000"
"001","EURX","DEM","SIT","81999898","1","1","","00000000"
"800","INT","GBP","ECU","81999898","1","1","","00000000"
"800","INT","DEM","FRF","81999898","1","100","","00000000"
"001","GTSC","INR","EUR","80009898","1","1","","00000000"
"001","M","ATS","IEP","80009898","1","1","EURO","00000000"
"812","M","CNY","DEM","81999898","1","1","","00000000"
"811","M","BRL","EUR","81999898","1","1","EURX","00000000"
"001","EURX","DEM","SKK","81999898","1","1","","00000000"
"812","M","ITL","FRF","81999898","1000","1","","00000000"
"001","GTSC","IQD","EUR","80009898","1","1","","00000000"
"001","M","ATS","JPY","80009898","1","1","EURX","00000000"
"800","INT","GBP","GBP","81999898","1","1","","00000000"
"812","M","CYP","DEM","81999898","1","1","","00000000"
"800","INT","DEM","ITL","81999898","1","1000","","00000000"
"001","EURX","DEM","THB","81999898","1","1","","00000000"
"811","M","CAD","ATS","81999898","1","100","","00000000"
"812","M","ITL","GBP","81999898","1000","1","","00000000"
"812","M","DKK","DEM","81999898","1","1","","00000000"
"001","GTSC","IRR","EUR","80009898","1","1","","00000000"
"001","M","ATS","NOK","80009898","1","1","EURX","00000000"
"001","EURX","DEM","TRL","81999898","1","100000","","00000000"
"811","M","DEM","EUR","81999898","1","1","EURO","00000000"
"800","INT","GBP","SEK","81999898","1","1","","00000000"
"800","INT","DEM","PTE","81999898","1","100","","00000000"
"812","M","FIM","DEM","81999898","1","1","","00000000"
"001","GTSC","ISK","EUR","80009898","1","1","","00000000"
"001","M","ATS","SEK","80009898","1","1","EURX","00000000"
"812","M","ITL","GRD","81999898","1000","1","","00000000"
"001","EURX","DEM","TWD","81999898","1","1","","00000000"
"811","M","DEM","ROL","81999898","1","1000","","00000000"
"001","GTSC","JOD","EUR","80009898","1","1","","00000000"
"001","M","BEF","ATS","80009898","100","1","EURO","00000000"
"800","INT","ECU","DEM","81999898","1","1","","00000000"
"800","INT","GBP","ZAR","81999898","1","1","","00000000"
"001","EURX","DEM","UAH","81999898","1","1","","00000000"
"811","M","DEM","RUR","81999898","1","10000","","00000000"
"812","M","ITL","IEP","81999898","1000","1","","00000000"
"001","GTSC","JPY","EUR","80009898","1","1","","00000000"
"001","M","BEF","CHF","80009898","100","1","EURX","00000000"
"001","EURX","DEM","VEB","81999898","1","1","","00000000"
"800","INT","ECU","EUR","81999898","1","1","","00000000"
"800","INT","IEP","IEP","81999898","1","1","","00000000"
"811","M","DKK","EUR","81999898","100","1","","00000000"
"001","GTSC","KES","EUR","80009898","1","1","","00000000"
"001","M","BEF","DKK","80009898","1","1","EURX","00000000"
"001","EURX","DEM","ZAR","81999898","1","1","","00000000"
"812","M","ITL","JPY","81999898","1000","1","","00000000"
"001","GTSC","KGS","EUR","80009898","1","1","","00000000"
"001","M","BEF","GBP","80009898","1","1","EURX","00000000"
"001","EURX","DKK","ATS","81999898","1","1","","00000000"
"811","M","ECU","AUD","81999898","1","100","","00000000"
"800","INT","ECU","ITL","81999898","1","1000","","00000000"
"800","INT","ITL","AUD","81999898","10","1","","00000000"
"812","M","ITL","LUF","81999898","1000","1","","00000000"
"001","M","BEF","GRD","79989898","1","1","EURO","00000000"
"001","GTSC","KPW","EUR","80009898","1","1","","00000000"
"001","EURX","DKK","BEF","81999898","1","1","","00000000"
"811","M","ECU","EUR","81999898","1","1","EURO","00000000"
"001","M","BEF","GRD","80009898","1","1","EURX","00000000"
"800","INT","ECU","PTE","81999898","1","100","","00000000"
"800","INT","ITL","CAD","81999898","1000","1","","00000000"
"001","GTSC","KRW","EUR","80009898","1","1","","00000000"
"812","M","ITL","NLG","81999898","1000","1","","00000000"
"001","EURX","DKK","ESP","81999898","1","1","","00000000"
"811","M","ECU","ITL","81999898","1","1000","","00000000"
"001","M","BEF","IEP","80009898","1","1","EURO","00000000"
"001","GTSC","KWD","EUR","80009898","1","1","","00000000"
"001","EURX","DKK","FIM","81999898","1","1","","00000000"
"811","M","ECU","PTE","81999898","1","100","","00000000"
"812","M","ITL","NOK","81999898","1000","1","","00000000"
"001","M","BEF","JPY","80009898","1","1","EURX","00000000"
"800","INT","ESP","DEM","81999898","100","1","","00000000"
"800","INT","ITL","CHF","81999898","10","1","","00000000"
"001","GTSC","KZT","EUR","80009898","1","1","","00000000"
"001","EURX","DKK","GRD","81999898","1","1","","00000000"
"811","M","ESP","ATS","81999898","100","1","","00000000"
"001","M","BEF","NOK","80009898","1","1","EURX","00000000"
"001","GTSC","LBP","EUR","80009898","1","1","","00000000"
"001","EURX","DKK","IEP","81999898","1","1","","00000000"
"812","M","ITL","PTE","81999898","1","1","","00000000"
"800","INT","ITL","ECU","81999898","1000","1","","00000000"
"800","INT","ESP","ESP","81999898","1","1","","00000000"
"811","M","ESP","BEF","81999898","100","1","","00000000"
"001","M","BEF","SEK","80009898","1","1","EURX","00000000"
"001","GTSC","LKR","EUR","80009898","1","1","","00000000"
"001","EURX","DKK","ITL","81999898","1","1","","00000000"
"812","M","ITL","SEK","81999898","1000","1","","00000000"
"811","M","ESP","CHF","81999898","100","1","","00000000"
"001","M","CHF","ATS","80009898","1","1","EURX","00000000"
"001","GTSC","LTL","EUR","80009898","1","1","","00000000"
"800","INT","ITL","GBP","81999898","1000","1","","00000000"
"800","INT","ESP","EUR","81999898","100","1","","00000000"
"001","EURX","DKK","LUF","81999898","1","1","","00000000"
"811","M","ESP","DEM","81999898","100","1","","00000000"
"001","M","CHF","GRD","79989898","1","1","EURX","00000000"
"812","M","ITL","USD","81999898","1000","1","","00000000"
"001","EURX","DKK","NLG","81999898","1","1","","00000000"
"001","GTSC","LVL","EUR","80009898","1","1","","00000000"
"800","INT","ESP","FRF","81999898","1","1","","00000000"
"800","INT","JPY","JPY","81999898","1","1","","00000000"
"811","M","ESP","DKK","81999898","100","1","","00000000"
"001","M","CHF","IEP","80009898","1","1","EURX","00000000"
"001","EURX","DKK","PTE","81999898","1","1","","00000000"
"001","GTSC","LYD","EUR","80009898","1","1","","00000000"
"812","M","JPY","AED","81999898","100","1","","00000000"
"001","M","DEM","AED","80009898","1","1","EURX","00000000"
"811","M","ESP","EUR","81999898","1000","1","EURO","00000000"
"001","EURX","ESP","CHF","81999898","100","1","","00000000"
"800","INT","ESP","PTE","81999898","1","1","","00000000"
"800","INT","LUF","LUF","81999898","1","1","","00000000"
"001","GTSC","MAD","EUR","80009898","1","1","","00000000"
"001","M","DEM","ARS","80009898","1","1","EURX","00000000"
"812","M","JPY","ARS","81999898","100","1","","00000000"
"811","M","ESP","FIM","81999898","100","1","","00000000"
"001","EURX","ESP","DKK","81999898","100","1","","00000000"
"001","GTSC","MDL","EUR","80009898","1","1","","00000000"
"001","M","DEM","ATS","80009898","1","1","EURO","00000000"
"812","M","JPY","ATS","81999898","1","1","","00000000"
"001","EURX","ESP","GBP","81999898","1","1","","00000000"
"811","M","ESP","GBP","81999898","100","1","","00000000"
"800","INT","EUR","ATS","81999898","1","100","","00000000"
"800","INT","MXN","CAD","81999898","100","1","","00000000"
"001","GTSC","MTL","EUR","80009898","1","1","","00000000"
"001","M","DEM","AUD","80009898","1","1","EURX","00000000"
"001","EURX","ESP","GRD","81999898","1","1","","00000000"
"811","M","ESP","IEP","81999898","100","1","","00000000"
"812","M","JPY","AUD","81999898","100","1","","00000000"
"001","GTSC","MUR","EUR","80009898","1","1","","00000000"
"001","M","DEM","BGN","80009898","1","1","EURX","00000000"
"800","INT","EUR","DEM","81999898","1","1","","00000000"
"001","EURX","ESP","JPY","81999898","100","1","","00000000"
"811","M","ESP","LUF","81999898","100","1","","00000000"
"800","INT","MXN","MXN","81999898","1","1","","00000000"
"001","GTSC","MWK","EUR","80009898","1","1","","00000000"
"001","M","DEM","BRL","80009898","1","1","EURX","00000000"
"812","M","JPY","BEF","81999898","1","1","","00000000"
"001","EURX","ESP","NOK","81999898","100","1","","00000000"
"811","M","ESP","NLG","81999898","100","1","","00000000"
"800","INT","EUR","ESP","81999898","1","100","","00000000"
"001","GTSC","MXN","EUR","80009898","1","1","","00000000"
"001","M","DEM","CAD","80009898","1","1","EURX","00000000"
"001","EURX","ESP","SEK","81999898","100","1","","00000000"
"800","INT","NLG","NLG","81999898","1","1","","00000000"
"811","M","ESP","SEK","81999898","100","1","","00000000"
"812","M","JPY","BGL","81999898","1","1","","00000000"
"001","GTSC","MYR","EUR","80009898","1","1","","00000000"
"001","M","DEM","CHF","80009898","1","1","EURX","00000000"
"001","EURX","EUR","AED","81999898","1","1","","00000000"
"800","INT","EUR","EUR","81999898","1","1","","00000000"
"811","M","ESP","USD","81999898","100","1","","00000000"
"800","INT","NOK","NOK","81999898","1","1","","00000000"
"001","GTSC","NAD","EUR","80009898","1","1","","00000000"
"812","M","JPY","BRL","81999898","100","1","","00000000"
"001","M","DEM","CLP","80009898","1","1","EURX","00000000"
"001","EURX","EUR","ARS","81999898","1","1","","00000000"
"811","M","EUR","ATS","81999898","1","1","EURO","00000000"
"800","INT","EUR","FIM","81999898","1","1","","00000000"
"001","GTSC","NGN","EUR","80009898","1","1","","00000000"
"800","INT","PTE","AUD","81999898","1","1","","00000000"
"001","EURX","EUR","ATS","81999898","1","1","","00000000"
"001","M","DEM","CNY","80009898","1","1","EURX","00000000"
"811","M","EUR","BEF","81999898","1","1","EURO","00000000"
"812","M","JPY","CAD","81999898","100","1","","00000000"
"001","GTSC","NOK","EUR","80009898","1","1","","00000000"
"800","INT","EUR","FRF","81999898","1","1","","00000000"
"001","M","DEM","COP","80009898","1","1000","EURX","00000000"
"001","EURX","EUR","AUD","81999898","1","1","","00000000"
"811","M","EUR","BRL","81999898","1","1","EURX","00000000"
"001","GTSC","NPR","EUR","80009898","1","1","","00000000"
"800","INT","PTE","CAD","81999898","100","1","","00000000"
"812","M","JPY","CHF","81999898","100","1","","00000000"
"001","M","DEM","CYP","80009898","1","1","EURX","00000000"
"800","INT","EUR","ITL","81999898","1","1000","","00000000"
"001","EURX","EUR","BEF","81999898","1","1","","00000000"
"001","GTSC","NZD","EUR","80009898","1","1","","00000000"
"811","M","EUR","DEM","81999898","1","1","EURO","00000000"
"001","EURX","EUR","BGN","81999898","1","1","","00000000"
"001","M","DEM","CZK","80009898","1","1","EURX","00000000"
"001","GTSC","PEN","EUR","80009898","1","1","","00000000"
"800","INT","PTE","ECU","81999898","100","1","","00000000"
"811","M","EUR","ECU","81999898","1","1","EURO","00000000"
"800","INT","EUR","PTE","81999898","1","100","","00000000"
"812","M","JPY","CLP","81999898","1","1","","00000000"
"001","EURX","EUR","BRL","81999898","1","1","","00000000"
"001","M","DEM","DKK","80009898","1","1","EURX","00000000"
"001","GTSC","PHP","EUR","80009898","1","1","","00000000"
"811","M","EUR","ESP","81999898","1","1","EURO","00000000"
"001","EURX","EUR","CAD","81999898","1","1","","00000000"
"001","M","DEM","ESP","80009898","1","1","EURO","00000000"
"800","INT","PTE","GBP","81999898","100","1","","00000000"
"001","GTSC","PKR","EUR","80009898","1","1","","00000000"
"800","INT","FIM","DEM","81999898","1","1","","00000000"
"812","M","JPY","CNY","81999898","100","1","","00000000"
"811","M","EUR","FIM","81999898","1","1","EURO","00000000"
"001","EURX","EUR","CHF","81999898","1","1","","00000000"
"001","M","DEM","GBP","80009898","1","1","EURX","00000000"
"001","GTSC","QAR","EUR","80009898","1","1","","00000000"
"800","INT","RUB","RUB","81999898","1","1","","00000000"
"001","EURX","EUR","CLP","81999898","1","1","","00000000"
"001","M","DEM","GRD","79989898","1","1","EURO","00000000"
"811","M","EUR","FRF","81999898","1","1","EURO","00000000"
"812","M","JPY","COP","81999898","1","1","","00000000"
"800","INT","FIM","EUR","81999898","1","1","","00000000"
"001","GTSC","RSD","EUR","80009898","1","1","","00000000"
"001","EURX","EUR","CNY","81999898","1","1","","00000000"
"800","INT","RUR","AUD","81999898","1","1","","00000000"
"001","M","DEM","GRD","80009898","1","1","EURX","00000000"
"811","M","EUR","GBP","81999898","100","1","EURX","00000000"
"001","EURX","EUR","COP","81999898","1","1000","","00000000"
"001","GTSC","RUB","EUR","80009898","1","1","","00000000"
"812","M","JPY","CYP","81999898","100","1","","00000000"
"800","INT","FIM","FIM","81999898","1","1","","00000000"
"812","M","FRF","DEM","81999898","1","1","","00000000"
"001","M","DEM","HKD","80009898","1","1","EURX","00000000"
"001","EURX","EUR","CYP","81999898","1","1","","00000000"
"800","INT","RUR","BEF","81999898","1","1","","00000000"
"811","M","EUR","IEP","81999898","100","1","EURO","00000000"
"001","GTSC","SAR","EUR","80009898","1","1","","00000000"
"001","M","DEM","HRK","80009898","1","1","EURX","00000000"
"812","M","GBP","DEM","81999898","1","1","","00000000"
"812","M","JPY","CZK","81999898","100","1","","00000000"
"001","EURX","EUR","CZK","81999898","1","1","","00000000"
"800","INT","FRF","DEM","81999898","1","1","","00000000"
"001","GTSC","SEK","EUR","80009898","1","1","","00000000"
"811","M","EUR","ITL","81999898","1","1","EURO","00000000"
"812","M","HKD","DEM","81999898","1","1","","00000000"
"800","INT","RUR","CAD","81999898","1","1","","00000000"
"001","EURX","EUR","DKK","81999898","1","1","","00000000"
"001","M","DEM","HUF","80009898","1","1","EURX","00000000"
"001","GTSC","SGD","EUR","80009898","1","1","","00000000"
"812","M","JPY","DEM","81999898","100","1","","00000000"
"812","M","HRK","DEM","81999898","1","1","","00000000"
"811","M","EUR","JPY","81999898","1","1","EURX","00000000"
"800","INT","FRF","ESP","81999898","1","1","","00000000"
"001","EURX","EUR","ESP","81999898","1","1","","00000000"
